id	chapters	category	title	url	source_page	note
lost-in-middle-2023	14	papers	Lost in the Middle: How Language Models Use Long Contexts	https://arxiv.org/abs/2307.03172	https://arxiv.org/abs/2307.03172	长上下文的位置效应
alce-2023	14	papers	Enabling Large Language Models to Generate Text with Citations	https://arxiv.org/abs/2305.14627	https://arxiv.org/abs/2305.14627	带引用的生成与评测
beir-2021	14	papers	BEIR: A Heterogeneous Benchmark for Zero-shot Evaluation of Information Retrieval Models	https://arxiv.org/abs/2104.08663	https://arxiv.org/abs/2104.08663	检索模型零样本基准
react-2023	14	papers	ReAct: Synergizing Reasoning and Acting in Language Models	https://arxiv.org/abs/2210.03629	https://arxiv.org/abs/2210.03629	推理与行动交替的智能体
toolformer-2023	14	papers	Toolformer: Language Models Can Teach Themselves to Use Tools	https://arxiv.org/abs/2302.04761	https://arxiv.org/abs/2302.04761	自监督学习工具调用
reflexion-2023	14	papers	Reflexion: Language Agents with Verbal Reinforcement Learning	https://arxiv.org/abs/2303.11366	https://arxiv.org/abs/2303.11366	语言反馈改进智能体
program-aided-2023	14	papers	Program-Aided Language Models	https://arxiv.org/abs/2211.10435	https://arxiv.org/abs/2211.10435	把推理外包给程序
toolllm-2023	14	papers	ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs	https://arxiv.org/abs/2307.16789	https://arxiv.org/abs/2307.16789	大规模工具调用
agentbench-2023	14	papers	AgentBench: Evaluating LLMs as Agents	https://arxiv.org/abs/2308.03688	https://arxiv.org/abs/2308.03688	智能体评测基准
autogen-2023	14	papers	AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation	https://arxiv.org/abs/2308.08155	https://arxiv.org/abs/2308.08155	多智能体对话框架
agents-survey-2024	14	papers	A Survey on Large Language Model based Autonomous Agents	https://arxiv.org/abs/2308.11432	https://arxiv.org/abs/2308.11432	自主智能体综述
hallucination-survey-2023	14	papers	A Survey of Hallucination in Natural Language Generation	https://arxiv.org/abs/2202.03629	https://arxiv.org/abs/2202.03629	幻觉分类与评测
truthfulqa-2022	14	papers	TruthfulQA: Measuring How Models Mimic Human Falsehoods	https://arxiv.org/abs/2109.07958	https://arxiv.org/abs/2109.07958	事实性问答基准
